"x","y","Crash.Severity","Physical.Juris.Name","Crash.Military.Time","Persons.Injured","K_People","Pedestrians.Injured","Pedestrians.Killed","Vehicle.Count","Collision.Type","Weather.Condition","Light.Condition","Roadway.Surface.Condition","Roadway.Defect","Roadway.Description","Intersection.Type","Alcohol.","Unrestrained.","Distracted.","RTE.Name","Crash.Date"
-78.479711285,38.04057585,"O","104. City of Charlottesville",1658,0,0,0,0,1,"9. Fixed Object - Off Road","1. No Adverse Condition (Clear/Cloudy)","3. Dusk","2. Wet","1. No Defects","2. Two-Way, Divided, Unprotected Median","1. Not at Intersection","No","Belted","No","S-VA104NP HARRIS ST","11/27/2022 5:00:00 AM"
-78.5021750889999,38.0498155880001,"O","104. City of Charlottesville",2352,0,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","4. Darkness - Road Lighted","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","3. Three Approaches","No","Belted","Yes","R-VA   US00029NBBUS008","7/20/2022 4:00:00 AM"
-78.484195083,38.0174435800001,"O","104. City of Charlottesville",1613,0,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","4. Four Approaches","No","Belted","No","S-VA104PR AVON ST","9/18/2022 4:00:00 AM"
-78.467662767,38.025147604,"O","104. City of Charlottesville",1633,0,0,0,0,3,"4. Sideswipe - Same Direction","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","No","S-VA104PR MEADE AVE","7/11/2022 4:00:00 AM"
-78.492651796,38.052886631,"O","104. City of Charlottesville",1215,0,0,0,0,2,"4. Sideswipe - Same Direction","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","No","S-VA104PR BLUE RIDGE RD","1/27/2022 5:00:00 AM"
-78.507331646,38.0402097900001,"C","104. City of Charlottesville",1527,2,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","No","R-VA   US00250EBBUS001","10/8/2022 4:00:00 AM"
-78.4836368699999,38.0336022000001,"A","104. City of Charlottesville",831,2,0,0,0,2,"3. Head On","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","3. Two-Way, Divided, Positive Median Barrier","4. Four Approaches","No","Belted","No","R-VA   US00250PABUS001","8/18/2022 4:00:00 AM"
-78.497631934,38.057575742,"O","104. City of Charlottesville",1758,0,0,0,0,4,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","4. One-Way, Not Divided","1. Not at Intersection","No","Belted","No","R-VA   US00250EB","8/19/2022 4:00:00 AM"
-78.5112819519999,38.027608915,"O","104. City of Charlottesville",1606,0,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","5. Unknown","4. Four Approaches","No","Belted","No","R-VA   US00029NBBUS008","4/28/2022 4:00:00 AM"
-78.481513503,38.0172020540001,"O","104. City of Charlottesville",2050,0,0,0,0,2,"4. Sideswipe - Same Direction","5. Rain","5. Darkness - Road Not Lighted","2. Wet","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","No","S-VA104PR ROCKLAND AVE","2/12/2022 5:00:00 AM"
-78.467899362,38.0319824420001,"O","104. City of Charlottesville",844,0,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","2. Two Approaches","No","Belted","No","R-VA   US00250WBBUS001","5/2/2022 4:00:00 AM"
-78.500277476,38.0266915020001,"A","104. City of Charlottesville",1901,2,0,0,0,2,"3. Head On","1. No Adverse Condition (Clear/Cloudy)","4. Darkness - Road Lighted","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","Yes","Unbelted","No","S-VA104PR CHERRY AVE","9/30/2022 4:00:00 AM"
-78.4744087669999,38.042031482,"O","104. City of Charlottesville",1031,0,0,0,0,2,"4. Sideswipe - Same Direction","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","2. Two Approaches","No","Belted","No","S-VA104UK MCINTIRE RD RMP001.00A","2/9/2022 5:00:00 AM"
-78.502206921,38.049958432,"O","104. City of Charlottesville",1309,0,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","3. Three Approaches","No","Belted","No","R-VA   US00029SBBUS008","8/25/2022 4:00:00 AM"
-78.496648659,38.033002718,"A","104. City of Charlottesville",1423,1,0,1,0,1,"12. Ped","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","No","R-VA   US00250EBBUS001","11/29/2022 5:00:00 AM"
-78.479660726,38.044979868,"C","104. City of Charlottesville",1824,1,0,0,0,2,"2. Angle","5. Rain","2. Daylight","2. Wet","4. Under Repair","1. Two-Way, Not Divided","4. Four Approaches","No","Belted","No","S-VA104PR RUGBY AVE","7/7/2022 4:00:00 AM"
-78.507098447,38.0386035330001,"C","104. City of Charlottesville",1657,1,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","2. Two Approaches","No","Belted","Yes","R-VA   US00029SBBUS008","3/8/2022 5:00:00 AM"
-78.46599402,38.0382269770001,"O","104. City of Charlottesville",1847,0,0,0,0,2,"3. Head On","1. No Adverse Condition (Clear/Cloudy)","5. Darkness - Road Not Lighted","1. Dry","1. No Defects","1. Two-Way, Not Divided","4. Four Approaches","No","Belted","No","S-VA104NP LOCUST AVE","11/23/2022 5:00:00 AM"
-78.508012838,38.0317133880001,"O","104. City of Charlottesville",1713,0,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","4. One-Way, Not Divided","2. Two Approaches","No","Belted","No","R-VA   US00029SBBUS008","3/22/2022 4:00:00 AM"
-78.494251387,38.0191281260001,"A","104. City of Charlottesville",1011,1,0,1,0,1,"12. Ped","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","No","S-VA104PR RIDGE ST","8/3/2022 4:00:00 AM"
-78.497975904,38.0435907790001,"O","104. City of Charlottesville",215,0,0,0,0,1,"9. Fixed Object - Off Road","1. No Adverse Condition (Clear/Cloudy)","4. Darkness - Road Lighted","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","No","S-VA104NP RUGBY RD","12/26/2022 5:00:00 AM"
-78.4945783209999,38.038408367,"O","104. City of Charlottesville",449,0,0,0,0,4,"5. Sideswipe - Opposite Direction","1. No Adverse Condition (Clear/Cloudy)","4. Darkness - Road Lighted","4. Icy","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","No","S-VA104PR GORDON AVE","1/8/2022 5:00:00 AM"
-78.503964965,38.047774152,"O","104. City of Charlottesville",1656,0,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","4. Darkness - Road Lighted","2. Wet","1. No Defects","2. Two-Way, Divided, Unprotected Median","3. Three Approaches","No","Belted","No","R-VA   US00029SBBUS008","1/1/2022 5:00:00 AM"
-78.4744461349999,38.04313332,"A","104. City of Charlottesville",1012,1,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","3. Two-Way, Divided, Positive Median Barrier","1. Not at Intersection","No","Belted","No","S-VA104NP JOHN W WARNER PKWY","8/17/2022 4:00:00 AM"
-78.495892265,38.057376386,"O","104. City of Charlottesville",1456,0,0,0,0,4,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","2. Two Approaches","No","Belted","No","R-VA   US00029NB","7/8/2022 4:00:00 AM"
-78.4754753,38.0164677390001,"O","104. City of Charlottesville",736,0,0,0,0,1,"9. Fixed Object - Off Road","5. Rain","2. Daylight","2. Wet","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","No","R-VA   SR00020SB","7/10/2022 4:00:00 AM"
-78.499772525,38.051994171,"B","104. City of Charlottesville",1253,1,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","1. Not at Intersection","No","Belted","Yes","R-VA   US00029NBBUS008","2/18/2022 5:00:00 AM"
-78.482980574,38.0219793250001,"C","104. City of Charlottesville",1223,1,0,0,0,2,"16. Other","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","4. Four Approaches","No","Belted","No","S-VA104PR ELLIOTT AVE","11/28/2022 5:00:00 AM"
-78.51176763,38.0427065530001,"O","104. City of Charlottesville",1003,0,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","4. Four Approaches","No","Belted","No","R-VA   US00250EBBUS001","3/16/2022 4:00:00 AM"
-78.474328687,38.0384477960001,"O","104. City of Charlottesville",1231,0,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","Yes","S-VA104NP PARK ST","11/1/2022 4:00:00 AM"
-78.47533136,38.0423754770001,"O","104. City of Charlottesville",1208,0,0,0,0,3,"1. Rear End","5. Rain","2. Daylight","2. Wet","1. No Defects","2. Two-Way, Divided, Unprotected Median","1. Not at Intersection","No","Belted","Yes","S-VA104NP MCINTIRE RD","3/9/2022 5:00:00 AM"
-78.4759122089999,38.031627692,"A","104. City of Charlottesville",1628,3,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","4. Four Approaches","No","Belted","No","R-VA   US00250PABUS001","4/17/2022 4:00:00 AM"
-78.48049144,38.0330056130001,"B","104. City of Charlottesville",941,1,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","4. Four Approaches","No","Belted","No","R-VA   US00250PABUS001","10/14/2022 4:00:00 AM"
-78.491814066,38.06160185,"O","104. City of Charlottesville",1758,0,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","3. Two-Way, Divided, Positive Median Barrier","1. Not at Intersection","No","Belted","No","R-VA   US00029NB","3/25/2022 4:00:00 AM"
-78.477796768,38.030492376,"C","104. City of Charlottesville",1440,2,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","Yes","R-VA   US00250EBBUS001","12/20/2022 5:00:00 AM"
-78.478253475,38.0627479070001,"O","104. City of Charlottesville",1801,0,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","No","S-VA104PR YORKTOWN DR","4/25/2022 4:00:00 AM"
-78.459295148,38.035186396,"A","104. City of Charlottesville",134,3,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","4. Darkness - Road Lighted","1. Dry","1. No Defects","1. Two-Way, Not Divided","4. Four Approaches","Yes","Unbelted","Yes","S-VA104NP RIVER RD","10/18/2022 4:00:00 AM"
-78.4797307489999,38.032769697,"O","104. City of Charlottesville",1249,0,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","3. Three Approaches","No","Belted","No","R-VA   US00250PABUS001","6/28/2022 4:00:00 AM"
-78.483670693,38.0385121470001,"A","104. City of Charlottesville",1801,1,0,0,0,1,"16. Other","1. No Adverse Condition (Clear/Cloudy)","3. Dusk","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","No","S-VA104NP ALBEMARLE ST","3/7/2022 5:00:00 AM"
-78.4904286089999,38.026902894,"C","104. City of Charlottesville",1142,2,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","4. Four Approaches","No","Belted","No","S-VA104PR CHERRY AVE","10/6/2022 4:00:00 AM"
-78.490975217,38.0608418520001,"O","104. City of Charlottesville",1003,0,0,0,0,2,"5. Sideswipe - Opposite Direction","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","1. Not at Intersection","No","Belted","No","S-VA104PR HYDRAULIC RD","11/15/2022 5:00:00 AM"
-78.469327028,38.0385107110001,"O","104. City of Charlottesville",909,0,0,0,0,2,"4. Sideswipe - Same Direction","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","No","S-VA104PR LYONS AVE","9/12/2022 4:00:00 AM"
-78.467619041,38.0390009810001,"A","104. City of Charlottesville",320,2,0,0,0,2,"3. Head On","1. No Adverse Condition (Clear/Cloudy)","4. Darkness - Road Lighted","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","1. Not at Intersection","Yes","Belted","No","R-VA   US00250WB","8/27/2022 4:00:00 AM"
-78.474616066,38.0147268310001,"O","104. City of Charlottesville",1250,0,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","1. Not at Intersection","No","Belted","No","R-VA   SR00020NB","5/9/2022 4:00:00 AM"
-78.4996445039999,38.0340476270001,"O","104. City of Charlottesville",1615,0,0,0,0,1,"6. Fixed Object in Road","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","3. Three Approaches","No","Belted","Yes","R-VA   US00250EBBUS001","4/22/2022 4:00:00 AM"
-78.4850880979999,38.0306039050001,"C","104. City of Charlottesville",900,1,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","4. Four Approaches","No","Belted","No","R-VA   US00250EBBUS001","11/23/2022 5:00:00 AM"
-78.4701826089999,38.046884553,"O","104. City of Charlottesville",720,0,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","2. Wet","1. No Defects","1. Two-Way, Not Divided","3. Three Approaches","No","Belted","No","S-VA104PR PARK ST","11/7/2022 5:00:00 AM"
-78.46019835,38.0352559310001,"O","104. City of Charlottesville",1621,0,0,0,0,2,"1. Rear End","5. Rain","2. Daylight","2. Wet","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","No","R-VA   US00250EB","7/25/2022 4:00:00 AM"
-78.498836715,38.0410975520001,"O","104. City of Charlottesville",2157,0,0,0,0,2,"5. Sideswipe - Opposite Direction","1. No Adverse Condition (Clear/Cloudy)","4. Darkness - Road Lighted","1. Dry","1. No Defects","1. Two-Way, Not Divided","2. Two Approaches","No","Belted","No","R-VA   US00250PABUS001","2/21/2022 5:00:00 AM"
-78.5126023019999,38.0432171100001,"A","104. City of Charlottesville",1136,1,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","No","R-VA   US00250WBBUS001","9/21/2022 4:00:00 AM"
-78.465961389,38.0285881130001,"O","104. City of Charlottesville",1651,0,0,0,0,2,"4. Sideswipe - Same Direction","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","1. Not at Intersection","No","Belted","Yes","S-VA104PR MEADE AVE","7/29/2022 4:00:00 AM"
-78.497254568,38.054866003,"O","104. City of Charlottesville",1258,0,0,0,0,2,"4. Sideswipe - Same Direction","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","3. Two-Way, Divided, Positive Median Barrier","1. Not at Intersection","No","Belted","Yes","R-VA   US00029NBBUS008","12/19/2022 5:00:00 AM"
-78.48554029,38.0350932150001,"O","104. City of Charlottesville",1505,0,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","4. Four Approaches","No","Belted","Yes","R-VA   US00250PABUS001","7/20/2022 4:00:00 AM"
-78.4889514609999,38.0567560000001,"A","104. City of Charlottesville",207,2,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","4. Darkness - Road Lighted","1. Dry","1. No Defects","3. Two-Way, Divided, Positive Median Barrier","4. Four Approaches","No","Unbelted","No","R-VA   US00250WB","4/30/2022 4:00:00 AM"
-78.472104643,38.0282769940001,"O","104. City of Charlottesville",821,0,0,0,0,2,"4. Sideswipe - Same Direction","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","3. Three Approaches","No","Belted","No","S-VA104NP MARKET ST","3/28/2022 4:00:00 AM"
-78.4822558559999,38.0272504600001,"O","104. City of Charlottesville",1809,0,0,0,0,2,"4. Sideswipe - Same Direction","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","4. Four Approaches","No","Belted","No","S-VA104PR 2ND ST SE","6/23/2022 4:00:00 AM"
-78.499677689,38.014666569,"O","104. City of Charlottesville",1217,0,0,0,0,1,"10. Deer","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","1. Not at Intersection","No","Belted","Yes","S-VA104NP 5TH ST SW","11/25/2022 5:00:00 AM"
-78.481959289,38.019455136,"C","104. City of Charlottesville",1521,1,0,0,0,2,"3. Head On","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","3. Three Approaches","No","Belted","No","S-VA104NP BELMONT PARK","9/9/2022 4:00:00 AM"
-78.490282914,38.0315709170001,"O","104. City of Charlottesville",1003,0,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","2. Wet","1. No Defects","1. Two-Way, Not Divided","3. Three Approaches","No","Belted","No","R-VA   US00250EBBUS001","7/26/2022 4:00:00 AM"
-78.4750745969999,38.027234408,"O","104. City of Charlottesville",1553,0,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","Yes","S-VA104PR GRAVES ST","5/31/2022 4:00:00 AM"
-78.496505913,38.0329709330001,"O","104. City of Charlottesville",2249,0,0,0,0,1,"9. Fixed Object - Off Road","5. Rain","4. Darkness - Road Lighted","2. Wet","1. No Defects","2. Two-Way, Divided, Unprotected Median","1. Not at Intersection","No","Belted","No","R-VA   US00250EBBUS001","12/14/2022 5:00:00 AM"
-78.508947103,38.0324407590001,"O","104. City of Charlottesville",1553,0,0,0,0,3,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","3. Three Approaches","No","Belted","Yes","R-VA   US00029NBBUS008","11/18/2022 5:00:00 AM"
-78.4996273579999,38.0340380110001,"O","104. City of Charlottesville",2211,0,0,0,0,3,"4. Sideswipe - Same Direction","1. No Adverse Condition (Clear/Cloudy)","4. Darkness - Road Lighted","1. Dry","1. No Defects","1. Two-Way, Not Divided","3. Three Approaches","No","Belted","No","R-VA   US00250EBBUS001","3/21/2022 4:00:00 AM"
-78.49348398,38.059426972,"C","104. City of Charlottesville",1109,1,0,0,0,2,"4. Sideswipe - Same Direction","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","1. Not at Intersection","No","Belted","Yes","R-VA   US00029NB","9/6/2022 4:00:00 AM"
-78.490203207,38.0267579600001,"B","104. City of Charlottesville",1212,1,0,0,0,2,"12. Ped","5. Rain","2. Daylight","2. Wet","1. No Defects","2. Two-Way, Divided, Unprotected Median","4. Four Approaches","No","Belted","No","S-VA104PR CHERRY AVE","3/12/2022 5:00:00 AM"
-78.4797021219999,38.044856204,"O","104. City of Charlottesville",1544,0,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","4. Four Approaches","No","Belted","No","R-VA   US00250EB      RMP096.00B","3/4/2022 5:00:00 AM"
-78.4716625679999,38.0405270150001,"O","104. City of Charlottesville",1245,0,0,0,0,2,"1. Rear End","5. Rain","2. Daylight","2. Wet","1. No Defects","4. One-Way, Not Divided","3. Three Approaches","No","Belted","No","R-VA   US00250WB      RMP097.00B","9/11/2022 4:00:00 AM"
-78.4885336249999,38.0576375030001,"O","104. City of Charlottesville",1052,0,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","3. Two-Way, Divided, Positive Median Barrier","1. Not at Intersection","No","Belted","No","S-VA104NP HYDRAULIC RD","10/16/2022 4:00:00 AM"
-78.491034128,38.0317502500001,"O","104. City of Charlottesville",831,0,0,0,0,3,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","No","R-VA   US00250EBBUS001","8/26/2022 4:00:00 AM"
-78.5071773189999,38.050082307,"O","104. City of Charlottesville",1303,0,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","No","S-VA104PR ARLINGTON BLVD","2/17/2022 5:00:00 AM"
-78.494705591,38.0579214480001,"O","104. City of Charlottesville",1248,0,0,0,0,3,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","2. Two Approaches","No","Belted","Yes","R-VA   US00029NB","7/28/2022 4:00:00 AM"
-78.501994832,38.055752478,"A","104. City of Charlottesville",2129,1,0,0,0,1,"9. Fixed Object - Off Road","1. No Adverse Condition (Clear/Cloudy)","4. Darkness - Road Lighted","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","1. Not at Intersection","No","Belted","Yes","S-VA104PR BARRACKS RD","12/18/2022 5:00:00 AM"
-78.4595695419999,38.0349325710001,"O","104. City of Charlottesville",1656,0,0,0,0,2,"3. Head On","1. No Adverse Condition (Clear/Cloudy)","3. Dusk","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","4. Four Approaches","No","Belted","No","R-VA   US00250EB","11/19/2022 5:00:00 AM"
-78.492516114,38.060677905,"B","104. City of Charlottesville",1633,1,0,1,0,1,"12. Ped","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","3. Two-Way, Divided, Positive Median Barrier","1. Not at Intersection","No","Belted","No","R-VA   US00029NB","12/20/2022 5:00:00 AM"
-78.4947200569999,38.057173419,"O","104. City of Charlottesville",16,0,0,0,0,3,"1. Rear End","5. Rain","5. Darkness - Road Not Lighted","2. Wet","1. No Defects","4. One-Way, Not Divided","1. Not at Intersection","No","Belted","Yes","R-VA   US00029NB","6/23/2022 4:00:00 AM"
-78.5100695639999,38.028527603,"B","104. City of Charlottesville",1938,1,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","3. Three Approaches","No","Belted","No","R-VA   US00029SBBUS008","10/25/2022 4:00:00 AM"
-78.4899094849999,38.034402619,"A","104. City of Charlottesville",0,2,0,0,0,2,"2. Angle","5. Rain","4. Darkness - Road Lighted","2. Wet","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","No","S-VA104PR 8TH ST NW","3/17/2022 4:00:00 AM"
-78.502801403,38.0563612190001,"O","104. City of Charlottesville",107,0,0,0,0,3,"9. Fixed Object - Off Road","1. No Adverse Condition (Clear/Cloudy)","4. Darkness - Road Lighted","1. Dry","1. No Defects","3. Two-Way, Divided, Positive Median Barrier","4. Four Approaches","No","Belted","No","S-VA104PR BARRACKS RD","3/18/2022 4:00:00 AM"
-78.505673252,38.0390286910001,"O","104. City of Charlottesville",1638,0,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","3. Three Approaches","No","Belted","No","R-VA   SR00302NBINS020","3/24/2022 4:00:00 AM"
-78.4739112619999,38.020865327,"C","104. City of Charlottesville",1743,2,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","4. Four Approaches","No","Unbelted","Yes","S-VA104PR CARLTON RD","10/4/2022 4:00:00 AM"
-78.4872558769999,38.038275695,"O","104. City of Charlottesville",2216,0,0,0,0,2,"16. Other","1. No Adverse Condition (Clear/Cloudy)","4. Darkness - Road Lighted","1. Dry","1. No Defects","1. Two-Way, Not Divided","4. Four Approaches","No","Belted","No","S-VA104PR ROSE HILL DR","4/15/2022 4:00:00 AM"
-78.499257722,38.0347414920001,"A","104. City of Charlottesville",247,2,0,1,0,1,"12. Ped","1. No Adverse Condition (Clear/Cloudy)","4. Darkness - Road Lighted","1. Dry","1. No Defects","5. Unknown","4. Four Approaches","No","Belted","No","S-VA104NP WERTLAND ST","9/17/2022 4:00:00 AM"
-78.4971003109999,38.0404613050001,"C","104. City of Charlottesville",1230,1,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","2. Wet","1. No Defects","2. Two-Way, Divided, Unprotected Median","4. Four Approaches","No","Belted","No","R-VA   US00250PABUS001","12/3/2022 5:00:00 AM"
-78.4660303809999,38.038196009,"O","104. City of Charlottesville",1444,0,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","4. Four Approaches","No","Belted","No","S-VA104PR LOCUST AVE","6/7/2022 4:00:00 AM"
-78.475102791,38.0183558370001,"C","104. City of Charlottesville",1440,1,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","No","R-VA   SR00020SB","12/27/2022 5:00:00 AM"
-78.488396246,38.0576260990001,"O","104. City of Charlottesville",1622,0,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","3. Three Approaches","No","Belted","Yes","S-VA104PR HYDRAULIC RD","3/9/2022 5:00:00 AM"
