"MM_YYYY","Physical.Juris.Name","K_people_sum","Persons_Injured_sum","Pedestrians_Killed_sum","Pedestrians_Injured_sum"
"01-2017","127. City of Richmond",1,189,1,11
"01-2017","128. City of Roanoke",0,32,0,2
"01-2017","129. City of Salem",0,9,0,0
"01-2017","130. Town of South Boston",1,11,0,0
"01-2017","131. City of Chesapeake",2,101,1,1
"01-2017","132. City of Staunton",0,29,0,0
"01-2017","133. City of Suffolk",3,79,0,1
"01-2017","134. City of Virginia Beach",0,248,0,7
"01-2017","136. City of Waynesboro",0,18,0,1
"01-2017","137. City of Williamsburg",0,7,0,1
"01-2017","138. City of Winchester",0,8,0,1
"01-2017","139. Town of Wytheville",0,8,0,0
"01-2017","140. Town of Abingdon",0,6,0,0
"01-2017","141. Town of Bedford",0,0,0,0
"01-2017","142. Town of Blackstone",0,0,0,0
"01-2017","143. Town of Bluefield",0,0,0,0
"01-2017","144. Town of Farmville",0,7,0,0
"01-2017","145. City of Franklin",0,5,0,0
"01-2017","146. City of Norton",0,1,0,0
"01-2017","147. City of Poquoson",0,1,0,0
"01-2017","148. Town of Richlands",0,5,0,0
"01-2017","149. Town of Vinton",0,5,0,0
"01-2017","150. Town of Blacksburg",0,8,0,2
"01-2017","151. City of Fairfax",0,20,0,2
"01-2017","152. City of Manassas Park",0,2,0,0
"01-2017","153. Town of Vienna",0,7,0,1
"01-2017","154. Town of Christiansburg",0,24,0,0
"01-2017","155. City of Manassas",0,56,0,0
"01-2017","156. Town of Warrenton",0,10,0,1
"01-2017","157. Town of Rocky Mount",0,4,0,0
"01-2017","158. Town of Tazewell",0,6,0,0
"01-2017","159. Town of Luray",0,2,0,1
"01-2017","160. Town of Accomac",0,0,0,0
"01-2017","161. Town of Alberta",0,5,0,0
"01-2017","162. Town of Altavista",0,4,0,0
"01-2017","163. Town of Amherst",0,1,0,0
"01-2017","165. Town of Appomattox",0,0,0,0
"01-2017","166. Town of Ashland",0,7,0,1
"01-2017","167. Town of Belle Haven",0,0,0,0
"01-2017","168. Town of Berryville",0,0,0,0
"01-2017","171. Town of Bowling Green",0,1,0,0
"01-2017","174. Town of Boykins",0,1,0,0
"01-2017","176. Town of Bridgewater",0,0,0,0
"01-2017","177. Town of Broadway",0,0,0,0
"01-2017","179. Town of Brookneal",0,2,0,1
"01-2017","181. Town of Burkeville",0,0,0,0
"01-2017","185. Town of Charlotte C.H.",0,0,0,0
"01-2017","186. Town of Chase City",0,1,0,0
"01-2017","187. Town of Chatham",0,0,0,0
"01-2017","189. Town of Chilhowie",0,0,0,0
"01-2017","191. Town of Claremont",0,0,0,0
"01-2017","194. Town of Clifton",0,0,0,0
"01-2017","196. Town of Clintwood",0,2,0,0
"01-2017","198. Town of Coeburn",0,0,0,0
"01-2017","199. Town of Colonial Beach",0,0,0,0
"01-2017","203. Town of Crewe",0,0,0,0
"01-2017","204. Town of Culpeper",1,15,0,1
"01-2017","206. Town of Dayton",0,0,0,0
"01-2017","208. Town of Dillwyn",0,0,0,0
"01-2017","210. Town of Dublin",0,0,0,0
"01-2017","212. Town of Dumfries",0,9,0,1
"01-2017","216. Town of Elkton",0,2,0,0
"01-2017","217. Town of Exmore",0,0,0,0
"01-2017","221. Town of Gate City",0,3,0,0
"01-2017","224. Town of Glen Lyn",0,0,0,0
"01-2017","225. Town of Gordonsville",0,2,0,0
"01-2017","228. Town of Grottoes",0,1,0,1
"01-2017","229. Town of Grundy",0,0,0,0
"01-2017","232. Town of Hamilton",0,0,0,0
"01-2017","233. Town of Haymarket",0,0,0,0
"01-2017","234. Town of Haysi",0,0,0,0
"01-2017","235. Town of Herndon",0,34,0,0
"01-2017","237. Town of Hillsville",0,4,0,0
"01-2017","240. Town of Independence",0,1,0,0
"01-2017","245. Town of Jonesville",0,3,0,0
"01-2017","249. Town of Kilmarnock",0,1,0,0
"01-2017","250. Town of LaCrosse",0,1,0,0
"01-2017","251. Town of Lawrenceville",0,1,0,0
"01-2017","252. Town of Lebanon",0,0,0,0
"01-2017","253. Town of Leesburg",0,14,0,0
"01-2017","254. Town of Louisa",0,1,0,0
"01-2017","255. Town of Lovettsville",0,0,0,0
"01-2017","256. Town of Madison",0,0,0,0
"01-2017","259. Town of Middleburg",0,0,0,0
"01-2017","260. Town of Middletown",0,0,0,0
"01-2017","265. Town of Mount Jackson",0,0,0,0
"01-2017","267. Town of Nassawadox",0,0,0,0
"01-2017","269. Town of New Market",0,0,0,0
"01-2017","272. Town of Occoquan",0,0,0,0
"01-2017","274. Town of Onley",0,2,0,0
"01-2017","275. Town of Orange",0,0,0,0
"01-2017","279. Town of Pearisburg",0,0,0,0
"01-2017","281. Town of Pennington Gap",0,0,0,0
"01-2017","286. Town of Purcellville",0,1,0,0
"01-2017","288. Town of Remington",0,0,0,0
"01-2017","290. Town of Ridgeway",0,0,0,0
"01-2017","292. Town of Rural Retreat",0,1,0,1
"01-2017","299. Town of Shenandoah",0,0,0,0
"01-2017","300. Town of Smithfield",0,3,0,0
"01-2017","301. Town of South Hill",0,5,0,0
"01-2017","303. Town of Stanley",0,0,0,0
"01-2017","304. Town of Stephens City",0,0,0,0
"01-2017","306. Town of Strasburg",0,0,0,0
"01-2017","307. Town of Stuart",0,0,0,0
"01-2017","310. Town of Tappahannock",0,1,0,0
"01-2017","317. Town of Victoria",0,1,0,0
"01-2017","320. Town of Wakefield",0,1,0,0
"01-2017","321. Town of Warsaw",0,2,0,1
"01-2017","323. Town of Waverly",0,0,0,0
"01-2017","324. Town of Weber City",1,6,0,0
"01-2017","325. Town of West Point",0,0,0,0
"01-2017","327. Town of White Stone",0,0,0,0
"01-2017","328. Town of Windsor",0,1,0,0
"01-2017","329. Town of Wise",0,0,0,0
"01-2017","330. Town of Woodstock",0,9,0,0
"01-2018","000. Arlington County",0,72,0,15
"01-2018","001. Accomack County",0,14,0,0
"01-2018","002. Albemarle County",2,88,0,3
"01-2018","003. Alleghany County",0,3,0,0
"01-2018","004. Amelia County",1,14,0,0
"01-2018","005. Amherst County",1,24,0,1
"01-2018","006. Appomattox County",0,4,0,0
"01-2018","007. Augusta County",1,35,0,1
"01-2018","008. Bath County",1,2,0,0
"01-2018","009. Bedford County",2,53,0,0
"01-2018","010. Bland County",0,2,0,0
"01-2018","011. Botetourt County",2,15,0,0
"01-2018","012. Brunswick County",0,10,0,0
"01-2018","013. Buchanan County",0,9,0,1
"01-2018","014. Buckingham County",1,13,0,0
"01-2018","015. Campbell County",1,30,0,1
"01-2018","016. Caroline County",0,16,0,0
"01-2018","017. Carroll County",1,11,0,0
"01-2018","018. Charles City County",0,0,0,0
"01-2018","019. Charlotte County",0,15,0,0
"01-2018","020. Chesterfield County",3,198,2,5
"01-2018","021. Clarke County",0,4,0,0
"01-2018","022. Craig County",0,0,0,0
"01-2018","023. Culpeper County",0,32,0,1
"01-2018","024. Cumberland County",0,9,0,0
"01-2018","025. Dickenson County",0,3,0,0
"01-2018","026. Dinwiddie County",0,16,0,0
"01-2018","028. Essex County",0,2,0,0
"01-2018","029. Fairfax County",3,408,0,19
"01-2018","030. Fauquier County",2,33,0,0
"01-2018","031. Floyd County",0,2,0,0
"01-2018","032. Fluvanna County",0,8,0,0
"01-2018","033. Franklin County",1,26,1,0
"01-2018","034. Frederick County",1,23,0,0
"01-2018","035. Giles County",0,6,0,0
"01-2018","036. Gloucester County",2,13,0,0
"01-2018","037. Goochland County",1,18,0,0
"01-2018","038. Grayson County",0,7,0,0
"01-2018","039. Greene County",0,5,0,0
"01-2018","040. Greensville County",0,5,0,0
"01-2018","041. Halifax County",0,16,0,1
"01-2018","042. Hanover County",1,60,0,1
"01-2018","043. Henrico County",4,207,1,8
"01-2018","044. Henry County",1,34,1,3
"01-2018","045. Highland County",0,3,0,0
"01-2018","046. Isle of Wight County",0,15,0,1
"01-2018","047. James City County",0,43,0,2
"01-2018","048. King George County",0,17,0,0
"01-2018","049. King & Queen County",0,5,0,0
"01-2018","050. King William County",1,13,0,0
"01-2018","051. Lancaster County",0,3,0,0
"01-2018","052. Lee County",0,8,0,0
"01-2018","053. Loudoun County",0,140,0,0
"01-2018","054. Louisa County",0,30,0,0
"01-2018","055. Lunenburg County",0,7,0,0
"01-2018","056. Madison County",2,16,0,0
"01-2018","057. Mathews County",0,8,0,0
"01-2018","058. Mecklenburg County",0,14,0,0
"01-2018","059. Middlesex County",1,5,0,0
"01-2018","060. Montgomery County",1,25,0,0
"01-2018","062. Nelson County",1,13,0,0
"01-2018","063. New Kent County",1,16,0,0
"01-2018","065. Northampton County",0,5,0,0
"01-2018","066. Northumberland County",0,4,0,0
"01-2018","067. Nottoway County",0,13,0,0
"01-2018","068. Orange County",0,9,0,0
"01-2018","069. Page County",0,8,0,0
"01-2018","070. Patrick County",0,1,0,0
"01-2018","071. Pittsylvania County",3,38,0,1
"01-2018","072. Powhatan County",0,9,0,0
"01-2018","073. Prince Edward County",0,14,0,0
"01-2018","074. Prince George County",0,17,0,0
"01-2018","076. Prince William County",0,214,0,11
"01-2018","077. Pulaski County",0,11,0,0
"01-2018","078. Rappahannock County",0,0,0,0
"01-2018","079. Richmond County",0,5,0,0
"01-2018","080. Roanoke County",0,33,0,0
"01-2018","081. Rockbridge County",1,26,0,0
"01-2018","082. Rockingham County",1,26,0,1
"01-2018","083. Russell County",0,14,0,0
"01-2018","084. Scott County",0,6,0,0
"01-2018","085. Shenandoah County",0,9,0,0
"01-2018","086. Smyth County",0,17,0,0
"01-2018","087. Southampton County",0,18,0,0
"01-2018","088. Spotsylvania County",1,76,0,2
"01-2018","089. Stafford County",0,52,0,1
"01-2018","090. Surry County",0,5,0,0
"01-2018","091. Sussex County",1,9,1,0
"01-2018","092. Tazewell County",0,25,0,0
"01-2018","093. Warren County",0,16,0,0
"01-2018","095. Washington County",1,31,0,0
"01-2018","096. Westmoreland County",0,5,0,0
"01-2018","097. Wise County",0,5,0,0
"01-2018","098. Wythe County",0,12,0,0
"01-2018","099. York County",0,34,0,0
"01-2018","100. City of Alexandria",0,55,0,1
"01-2018","101. Town of Big Stone Gap",0,1,0,0
"01-2018","102. City of Bristol",0,19,0,1
"01-2018","104. City of Charlottesville",0,20,0,0
"01-2018","105. Town of Clifton Forge",0,1,0,0
"01-2018","106. City of Colonial Heights",0,8,0,0
"01-2018","107. City of Covington",0,3,0,0
"01-2018","108. City of Danville",0,36,0,1
"01-2018","109. City of Emporia",0,2,0,0
"01-2018","110. City of Falls Church",0,17,0,1
"01-2018","111. City of Fredericksburg",0,59,0,2
"01-2018","112. Town of Front Royal",0,12,0,0
"01-2018","113. City of Galax",0,7,0,0
"01-2018","114. City of Hampton",0,194,0,2
"01-2018","115. City of Harrisonburg",0,40,0,2
"01-2018","116. City of Hopewell",0,32,0,1
"01-2018","117. City of Lexington",0,0,0,0
"01-2018","118. City of Lynchburg",1,143,0,0
"01-2018","119. Town of Marion",1,2,1,0
"01-2018","120. City of Martinsville",0,7,0,0
"01-2018","121. City of Newport News",0,142,0,6
"01-2018","122. City of Norfolk",0,143,0,6
"01-2018","123. City of Petersburg",0,31,0,2
"01-2018","124. City of Portsmouth",1,45,0,3
"01-2018","125. Town of Pulaski",0,5,0,0
"01-2018","126. City of Radford",0,2,0,1
"01-2018","127. City of Richmond",2,240,0,18
"01-2018","128. City of Roanoke",1,51,0,4
"01-2018","129. City of Salem",0,17,0,0
"01-2018","130. Town of South Boston",0,14,0,0
"01-2018","131. City of Chesapeake",2,117,2,2
"01-2018","132. City of Staunton",0,43,0,1
"01-2018","133. City of Suffolk",0,97,0,2
"01-2018","134. City of Virginia Beach",3,214,1,4
"01-2018","136. City of Waynesboro",0,22,0,0
"01-2018","137. City of Williamsburg",0,10,0,1
"01-2018","138. City of Winchester",0,11,0,0
"01-2018","139. Town of Wytheville",0,5,0,0
"01-2018","140. Town of Abingdon",0,6,0,0
"01-2018","141. Town of Bedford",0,3,0,0
"01-2018","142. Town of Blackstone",0,0,0,0
"01-2018","143. Town of Bluefield",0,10,0,0
"01-2018","144. Town of Farmville",0,3,0,0
"01-2018","145. City of Franklin",0,4,0,0
"01-2018","146. City of Norton",0,5,0,0
"01-2018","147. City of Poquoson",0,4,0,0
"01-2018","148. Town of Richlands",0,3,0,0
"01-2018","149. Town of Vinton",0,4,0,1
"01-2018","150. Town of Blacksburg",0,22,0,1
"01-2018","151. City of Fairfax",0,14,0,0
"01-2018","152. City of Manassas Park",0,4,0,0
"01-2018","153. Town of Vienna",0,6,0,0
"01-2018","154. Town of Christiansburg",0,12,0,1
"01-2018","155. City of Manassas",0,44,0,1
"01-2018","156. Town of Warrenton",0,6,0,0
"01-2018","157. Town of Rocky Mount",0,9,0,0
"01-2018","158. Town of Tazewell",0,4,0,0
"01-2018","159. Town of Luray",0,3,0,0
"01-2018","160. Town of Accomac",0,0,0,0
"01-2018","162. Town of Altavista",1,7,0,0
"01-2018","163. Town of Amherst",0,2,0,0
"01-2018","165. Town of Appomattox",0,3,0,0
"01-2018","166. Town of Ashland",0,7,0,0
"01-2018","167. Town of Belle Haven",0,1,0,0
"01-2018","169. Town of Bloxom",0,0,0,0
"01-2018","170. Town of Boones Mill",0,0,0,0
"01-2018","171. Town of Bowling Green",0,0,0,0
"01-2018","176. Town of Bridgewater",0,2,0,1
"01-2018","177. Town of Broadway",0,0,0,0
"01-2018","180. Town of Buchanan",0,0,0,0
"01-2018","181. Town of Burkeville",0,1,0,0
"01-2018","183. Town of Capron",0,3,0,0
"01-2018","186. Town of Chase City",0,1,0,0
"01-2018","187. Town of Chatham",0,1,0,0
"01-2018","188. Town of Cheriton",0,0,0,0
"01-2018","190. Town of Chincoteague",0,1,0,0
"01-2018","192. Town of Clarksville",0,2,0,0
"01-2018","196. Town of Clintwood",0,0,0,0
"01-2018","198. Town of Coeburn",0,1,0,0
"01-2018","199. Town of Colonial Beach",0,2,0,0
"01-2018","201. Town of Courtland",0,1,0,0
"01-2018","203. Town of Crewe",0,1,0,0
"01-2018","204. Town of Culpeper",0,20,0,1
"01-2018","206. Town of Dayton",0,3,0,0
"01-2018","210. Town of Dublin",0,1,0,0
"01-2018","212. Town of Dumfries",0,10,0,0
"01-2018","215. Town of Edinburg",0,2,0,0
"01-2018","216. Town of Elkton",0,3,0,1
"01-2018","217. Town of Exmore",0,0,0,0
"01-2018","218. Town of Fincastle",0,2,0,0
"01-2018","219. Town of Floyd",0,0,0,0
"01-2018","221. Town of Gate City",0,0,0,0
"01-2018","223. Town of Glasgow",0,0,0,0
"01-2018","225. Town of Gordonsville",0,1,0,1
"01-2018","229. Town of Grundy",0,0,0,0
"01-2018","230. Town of Halifax",0,1,0,0
"01-2018","233. Town of Haymarket",0,0,0,0
"01-2018","234. Town of Haysi",0,0,0,0
"01-2018","235. Town of Herndon",0,27,0,0
"01-2018","236. Town of Hillsboro",0,0,0,0
"01-2018","237. Town of Hillsville",0,5,0,0
"01-2018","240. Town of Independence",0,0,0,0
"01-2018","246. Town of Keller",0,1,0,0
"01-2018","249. Town of Kilmarnock",0,0,0,0
"01-2018","250. Town of LaCrosse",0,2,0,0
"01-2018","251. Town of Lawrenceville",0,0,0,0
"01-2018","252. Town of Lebanon",0,1,0,0
"01-2018","253. Town of Leesburg",0,24,0,1
"01-2018","254. Town of Louisa",0,1,0,0
"01-2018","255. Town of Lovettsville",0,0,0,0
"01-2018","260. Town of Middletown",0,0,0,0
"01-2018","261. Town of Mineral",0,0,0,0
"01-2018","262. Town of Monterey",0,4,0,0
"01-2018","265. Town of Mount Jackson",0,2,0,0
"01-2018","266. Town of Narrows",0,0,0,0
"01-2018","271. Town of Nickelsville",0,0,0,0
"01-2018","272. Town of Occoquan",0,0,0,0
"01-2018","274. Town of Onley",0,3,0,0
"01-2018","275. Town of Orange",0,0,0,0
"01-2018","276. Town of Painter",0,1,0,0
"01-2018","278. Town of Parksley",0,1,0,0
"01-2018","279. Town of Pearisburg",0,1,0,0
"01-2018","280. Town of Pembroke",0,0,0,0
"01-2018","281. Town of Pennington Gap",0,0,0,0
"01-2018","284. Town of Port Royal",0,0,0,0
"01-2018","285. Town of Pound",0,0,0,0
"01-2018","286. Town of Purcellville",0,0,0,0
"01-2018","289. Town of Rich Creek",0,0,0,0
"01-2018","290. Town of Ridgeway",0,1,0,0
"01-2018","292. Town of Rural Retreat",0,0,0,0
"01-2018","298. Town of Scottsville",0,1,0,0
"01-2018","299. Town of Shenandoah",0,0,0,0
"01-2018","300. Town of Smithfield",0,1,0,0
"01-2018","301. Town of South Hill",0,2,0,0
"01-2018","304. Town of Stephens City",0,0,0,0
"01-2018","306. Town of Strasburg",0,0,0,0
"01-2018","310. Town of Tappahannock",0,4,0,0
"01-2018","312. Town of Timberville",0,0,0,0
"01-2018","317. Town of Victoria",0,0,0,0
"01-2018","320. Town of Wakefield",0,0,0,0
"01-2018","321. Town of Warsaw",0,0,0,0
"01-2018","324. Town of Weber City",0,0,0,0
"01-2018","325. Town of West Point",0,2,0,0
"01-2018","328. Town of Windsor",0,0,0,0
"01-2018","329. Town of Wise",0,3,0,0
"01-2018","330. Town of Woodstock",0,0,0,0
"01-2018","331. Town of Hurt",0,1,0,0
"01-2018","339. Town of Clinchco",0,0,0,0
"01-2019","000. Arlington County",1,80,1,11
"01-2019","001. Accomack County",1,13,0,1
"01-2019","002. Albemarle County",0,71,0,1
"01-2019","003. Alleghany County",0,6,0,0
"01-2019","004. Amelia County",0,8,0,0
"01-2019","005. Amherst County",0,7,0,0
"01-2019","006. Appomattox County",0,2,0,0
"01-2019","007. Augusta County",1,30,0,0
"01-2019","008. Bath County",0,1,0,0
"01-2019","009. Bedford County",1,37,0,2
"01-2019","010. Bland County",0,2,0,0
"01-2019","011. Botetourt County",1,12,0,0
"01-2019","012. Brunswick County",3,8,0,0
"01-2019","013. Buchanan County",0,13,0,0
"01-2019","014. Buckingham County",1,7,0,0
"01-2019","015. Campbell County",2,12,1,0
"01-2019","016. Caroline County",1,10,0,1
"01-2019","017. Carroll County",0,14,0,1
"01-2019","018. Charles City County",0,2,0,0
"01-2019","019. Charlotte County",0,4,0,0
"01-2019","020. Chesterfield County",2,181,1,5
"01-2019","021. Clarke County",0,16,0,0
"01-2019","022. Craig County",0,1,0,0
"01-2019","023. Culpeper County",1,23,0,0
"01-2019","024. Cumberland County",0,4,0,0
"01-2019","025. Dickenson County",0,4,0,0
"01-2019","026. Dinwiddie County",4,20,0,0
"01-2019","028. Essex County",0,2,0,0
"01-2019","029. Fairfax County",1,379,1,12
"01-2019","030. Fauquier County",1,60,0,0
"01-2019","031. Floyd County",0,10,0,0
"01-2019","032. Fluvanna County",1,4,0,0
"01-2019","033. Franklin County",0,26,0,0
"01-2019","034. Frederick County",0,28,0,1
"01-2019","035. Giles County",0,2,0,0
"01-2019","036. Gloucester County",0,24,0,1
"01-2019","037. Goochland County",0,28,0,1
"01-2019","038. Grayson County",0,4,0,0
"01-2019","039. Greene County",1,12,0,1
"01-2019","040. Greensville County",0,4,0,0
"01-2019","041. Halifax County",0,17,0,0
"01-2019","042. Hanover County",0,50,0,0
"01-2019","043. Henrico County",3,220,1,5
"01-2019","044. Henry County",2,19,0,0
"01-2019","045. Highland County",0,1,0,0
"01-2019","046. Isle of Wight County",0,17,0,0
"01-2019","047. James City County",0,60,0,1
"01-2019","048. King George County",0,11,0,1
"01-2019","049. King & Queen County",0,6,0,0
"01-2019","050. King William County",0,8,0,0
"01-2019","051. Lancaster County",0,5,0,0
"01-2019","052. Lee County",0,8,0,1
"01-2019","053. Loudoun County",1,126,1,5
"01-2019","054. Louisa County",1,8,0,0
"01-2019","055. Lunenburg County",0,1,0,0
"01-2019","056. Madison County",0,5,0,0
"01-2019","057. Mathews County",1,8,0,0
"01-2019","058. Mecklenburg County",1,9,0,0
"01-2019","059. Middlesex County",1,3,0,0
"01-2019","060. Montgomery County",1,36,0,0
"01-2019","062. Nelson County",0,12,0,1
"01-2019","063. New Kent County",0,14,0,0
"01-2019","065. Northampton County",0,8,0,0
"01-2019","066. Northumberland County",0,7,0,0
"01-2019","067. Nottoway County",2,3,0,0
"01-2019","068. Orange County",4,16,1,0
"01-2019","069. Page County",0,5,0,0
"01-2019","070. Patrick County",0,5,0,0
"01-2019","071. Pittsylvania County",0,34,0,0
"01-2019","072. Powhatan County",0,9,0,0
"01-2019","073. Prince Edward County",0,7,0,0
"01-2019","074. Prince George County",3,26,0,0
"01-2019","076. Prince William County",0,151,0,4
"01-2019","077. Pulaski County",1,4,0,0
"01-2019","078. Rappahannock County",1,4,1,0
"01-2019","079. Richmond County",0,2,0,0
"01-2019","080. Roanoke County",0,36,0,0
"01-2019","081. Rockbridge County",0,16,0,0
"01-2019","082. Rockingham County",3,35,0,0
"01-2019","083. Russell County",0,10,0,0
"01-2019","084. Scott County",0,4,0,0
"01-2019","085. Shenandoah County",0,16,0,0
"01-2019","086. Smyth County",1,13,1,0
"01-2019","087. Southampton County",2,9,0,0
"01-2019","088. Spotsylvania County",0,63,0,0
"01-2019","089. Stafford County",1,53,0,0
"01-2019","090. Surry County",0,5,0,0
"01-2019","091. Sussex County",1,6,0,0
"01-2019","092. Tazewell County",0,9,0,0
"01-2019","093. Warren County",0,11,0,0
"01-2019","095. Washington County",0,25,0,0
"01-2019","096. Westmoreland County",0,11,0,1
"01-2019","097. Wise County",0,13,0,0
"01-2019","098. Wythe County",0,4,0,0
"01-2019","099. York County",0,27,0,1
"01-2019","100. City of Alexandria",1,49,1,5
"01-2019","101. Town of Big Stone Gap",0,4,0,0
"01-2019","102. City of Bristol",0,13,0,0
"01-2019","104. City of Charlottesville",0,28,0,3
"01-2019","105. Town of Clifton Forge",0,0,0,0
