"MM_YYYY","Physical.Juris.Name","K_people_sum","Persons_Injured_sum","Pedestrians_Killed_sum","Pedestrians_Injured_sum"
"06-2018","137. City of Williamsburg",0,10,0,0
"06-2018","138. City of Winchester",0,14,0,1
"06-2018","139. Town of Wytheville",0,7,0,0
"06-2018","140. Town of Abingdon",0,6,0,1
"06-2018","141. Town of Bedford",0,2,0,0
"06-2018","142. Town of Blackstone",0,1,0,0
"06-2018","143. Town of Bluefield",0,3,0,0
"06-2018","144. Town of Farmville",0,5,0,1
"06-2018","145. City of Franklin",0,7,0,0
"06-2018","146. City of Norton",0,1,0,0
"06-2018","147. City of Poquoson",0,12,0,0
"06-2018","148. Town of Richlands",0,2,0,0
"06-2018","149. Town of Vinton",0,12,0,0
"06-2018","150. Town of Blacksburg",0,16,0,0
"06-2018","151. City of Fairfax",1,12,1,0
"06-2018","152. City of Manassas Park",0,3,0,1
"06-2018","153. Town of Vienna",0,15,0,0
"06-2018","154. Town of Christiansburg",0,15,0,0
"06-2018","155. City of Manassas",1,48,0,1
"06-2018","156. Town of Warrenton",0,11,0,0
"06-2018","157. Town of Rocky Mount",0,2,0,0
"06-2018","158. Town of Tazewell",0,3,0,0
"06-2018","159. Town of Luray",0,3,0,0
"06-2018","160. Town of Accomac",0,0,0,0
"06-2018","161. Town of Alberta",0,0,0,0
"06-2018","162. Town of Altavista",0,1,0,0
"06-2018","163. Town of Amherst",0,0,0,0
"06-2018","164. Town of Appalachia",0,1,0,0
"06-2018","165. Town of Appomattox",0,3,0,0
"06-2018","166. Town of Ashland",0,14,0,0
"06-2018","167. Town of Belle Haven",0,0,0,0
"06-2018","168. Town of Berryville",0,2,0,1
"06-2018","170. Town of Boones Mill",0,5,0,0
"06-2018","171. Town of Bowling Green",0,3,0,0
"06-2018","176. Town of Bridgewater",0,0,0,0
"06-2018","177. Town of Broadway",0,1,0,0
"06-2018","180. Town of Buchanan",0,0,0,0
"06-2018","181. Town of Burkeville",0,1,0,0
"06-2018","189. Town of Chilhowie",0,2,0,0
"06-2018","190. Town of Chincoteague",0,2,0,0
"06-2018","194. Town of Clifton",0,2,0,0
"06-2018","198. Town of Coeburn",0,0,0,0
"06-2018","199. Town of Colonial Beach",0,0,0,0
"06-2018","201. Town of Courtland",0,1,0,0
"06-2018","203. Town of Crewe",0,0,0,0
"06-2018","204. Town of Culpeper",1,24,1,0
"06-2018","210. Town of Dublin",0,2,0,0
"06-2018","211. Town of Duffield",0,1,0,0
"06-2018","212. Town of Dumfries",0,15,0,0
"06-2018","214. Town of Eastville",0,0,0,0
"06-2018","215. Town of Edinburg",0,1,0,0
"06-2018","216. Town of Elkton",0,0,0,0
"06-2018","217. Town of Exmore",0,2,0,0
"06-2018","218. Town of Fincastle",0,0,0,0
"06-2018","219. Town of Floyd",0,0,0,0
"06-2018","221. Town of Gate City",0,3,0,0
"06-2018","225. Town of Gordonsville",0,0,0,0
"06-2018","226. Town of Goshen",0,1,0,0
"06-2018","228. Town of Grottoes",0,0,0,0
"06-2018","229. Town of Grundy",0,1,0,0
"06-2018","230. Town of Halifax",0,2,0,0
"06-2018","233. Town of Haymarket",0,0,0,0
"06-2018","235. Town of Herndon",0,36,0,0
"06-2018","236. Town of Hillsboro",0,0,0,0
"06-2018","237. Town of Hillsville",0,1,0,0
"06-2018","241. Town of Iron Gate",0,0,0,0
"06-2018","245. Town of Jonesville",0,0,0,0
"06-2018","247. Town of Kenbridge",0,0,0,0
"06-2018","249. Town of Kilmarnock",0,1,0,0
"06-2018","250. Town of LaCrosse",0,0,0,0
"06-2018","253. Town of Leesburg",0,25,0,1
"06-2018","255. Town of Lovettsville",0,1,0,0
"06-2018","260. Town of Middletown",0,0,0,0
"06-2018","263. Town of Montross",0,2,0,1
"06-2018","264. Town of Mount Crawford",0,0,0,0
"06-2018","265. Town of Mount Jackson",0,1,0,0
"06-2018","266. Town of Narrows",0,0,0,0
"06-2018","267. Town of Nassawadox",0,0,0,0
"06-2018","269. Town of New Market",0,0,0,0
"06-2018","272. Town of Occoquan",0,0,0,0
"06-2018","273. Town of Onancock",0,1,0,1
"06-2018","274. Town of Onley",0,8,0,0
"06-2018","275. Town of Orange",0,0,0,0
"06-2018","279. Town of Pearisburg",1,2,0,0
"06-2018","280. Town of Pembroke",0,1,0,0
"06-2018","281. Town of Pennington Gap",0,1,0,0
"06-2018","285. Town of Pound",0,0,0,0
"06-2018","286. Town of Purcellville",0,2,0,0
"06-2018","289. Town of Rich Creek",0,0,0,0
"06-2018","290. Town of Ridgeway",0,0,0,0
"06-2018","292. Town of Rural Retreat",0,5,0,0
"06-2018","295. Town of Saltville",0,1,0,0
"06-2018","299. Town of Shenandoah",0,1,0,0
"06-2018","300. Town of Smithfield",0,7,0,0
"06-2018","301. Town of South Hill",0,4,0,0
"06-2018","304. Town of Stephens City",0,0,0,0
"06-2018","305. Town of Stony Creek",0,3,0,0
"06-2018","306. Town of Strasburg",0,1,0,0
"06-2018","310. Town of Tappahannock",0,1,0,0
"06-2018","315. Town of Troutville",0,0,0,0
"06-2018","320. Town of Wakefield",0,1,0,0
"06-2018","321. Town of Warsaw",0,0,0,0
"06-2018","324. Town of Weber City",0,2,0,0
"06-2018","325. Town of West Point",0,0,0,0
"06-2018","328. Town of Windsor",0,2,0,0
"06-2018","329. Town of Wise",0,6,0,0
"06-2018","330. Town of Woodstock",0,4,0,0
"06-2018","331. Town of Hurt",0,0,0,0
"06-2019","000. Arlington County",2,106,2,6
"06-2019","001. Accomack County",0,12,0,0
"06-2019","002. Albemarle County",0,97,0,1
"06-2019","003. Alleghany County",0,6,0,0
"06-2019","004. Amelia County",1,6,0,0
"06-2019","005. Amherst County",0,13,0,0
"06-2019","006. Appomattox County",2,16,0,0
"06-2019","007. Augusta County",0,60,0,0
"06-2019","008. Bath County",0,4,0,0
"06-2019","009. Bedford County",2,35,0,0
"06-2019","010. Bland County",1,2,0,0
"06-2019","011. Botetourt County",0,21,0,1
"06-2019","012. Brunswick County",1,16,0,0
"06-2019","013. Buchanan County",0,15,0,0
"06-2019","014. Buckingham County",0,7,0,0
"06-2019","015. Campbell County",2,15,0,0
"06-2019","016. Caroline County",1,21,0,0
"06-2019","017. Carroll County",0,14,0,0
"06-2019","018. Charles City County",0,6,0,0
"06-2019","019. Charlotte County",0,5,0,0
"06-2019","020. Chesterfield County",2,192,1,2
"06-2019","021. Clarke County",1,14,0,0
"06-2019","022. Craig County",0,3,0,0
"06-2019","023. Culpeper County",0,47,0,0
"06-2019","024. Cumberland County",0,8,0,0
"06-2019","025. Dickenson County",0,4,0,0
"06-2019","026. Dinwiddie County",0,15,0,0
"06-2019","028. Essex County",1,8,0,0
"06-2019","029. Fairfax County",2,474,1,9
"06-2019","030. Fauquier County",1,68,0,0
"06-2019","031. Floyd County",0,3,0,0
"06-2019","032. Fluvanna County",0,8,0,0
"06-2019","033. Franklin County",1,35,0,0
"06-2019","034. Frederick County",0,26,0,0
"06-2019","035. Giles County",0,5,0,0
"06-2019","036. Gloucester County",0,28,0,1
"06-2019","037. Goochland County",1,34,0,0
"06-2019","038. Grayson County",0,8,0,1
"06-2019","039. Greene County",0,15,0,0
"06-2019","040. Greensville County",0,4,0,0
"06-2019","041. Halifax County",1,19,0,0
"06-2019","042. Hanover County",1,49,0,0
"06-2019","043. Henrico County",0,276,0,8
"06-2019","044. Henry County",1,19,0,0
"06-2019","045. Highland County",0,3,0,0
"06-2019","046. Isle of Wight County",1,17,0,0
"06-2019","047. James City County",0,59,0,2
"06-2019","048. King George County",0,15,0,0
"06-2019","049. King & Queen County",0,3,0,0
"06-2019","050. King William County",0,5,0,0
"06-2019","051. Lancaster County",0,8,0,0
"06-2019","052. Lee County",0,14,0,0
"06-2019","053. Loudoun County",0,156,0,0
"06-2019","054. Louisa County",2,26,0,0
"06-2019","055. Lunenburg County",0,6,0,0
"06-2019","056. Madison County",1,5,0,0
"06-2019","057. Mathews County",0,9,0,0
"06-2019","058. Mecklenburg County",0,10,0,0
"06-2019","059. Middlesex County",1,8,0,0
"06-2019","060. Montgomery County",0,34,0,0
"06-2019","062. Nelson County",0,5,0,0
"06-2019","063. New Kent County",1,20,0,0
"06-2019","065. Northampton County",0,5,0,0
"06-2019","066. Northumberland County",0,3,0,0
"06-2019","067. Nottoway County",0,10,0,0
"06-2019","068. Orange County",0,12,0,0
"06-2019","069. Page County",0,6,0,0
"06-2019","070. Patrick County",0,7,0,0
"06-2019","071. Pittsylvania County",0,40,0,2
"06-2019","072. Powhatan County",0,19,0,0
"06-2019","073. Prince Edward County",0,7,0,1
"06-2019","074. Prince George County",0,13,0,0
"06-2019","076. Prince William County",0,262,0,1
"06-2019","077. Pulaski County",0,12,0,0
"06-2019","078. Rappahannock County",0,9,0,0
"06-2019","079. Richmond County",0,6,0,0
"06-2019","080. Roanoke County",0,37,0,0
"06-2019","081. Rockbridge County",0,25,0,0
"06-2019","082. Rockingham County",2,39,0,0
"06-2019","083. Russell County",1,18,0,1
"06-2019","084. Scott County",2,3,0,0
"06-2019","085. Shenandoah County",0,24,0,0
"06-2019","086. Smyth County",0,7,0,0
"06-2019","087. Southampton County",0,17,0,0
"06-2019","088. Spotsylvania County",2,92,0,0
"06-2019","089. Stafford County",0,79,0,0
"06-2019","090. Surry County",2,4,0,0
"06-2019","091. Sussex County",0,14,0,0
"06-2019","092. Tazewell County",1,10,0,0
"06-2019","093. Warren County",0,13,0,0
"06-2019","095. Washington County",1,21,0,0
"06-2019","096. Westmoreland County",0,10,0,0
"06-2019","097. Wise County",0,9,0,0
"06-2019","098. Wythe County",0,10,0,0
"06-2019","099. York County",0,56,0,0
"06-2019","100. City of Alexandria",0,70,0,5
"06-2019","101. Town of Big Stone Gap",0,4,0,0
"06-2019","102. City of Bristol",0,10,0,0
"06-2019","104. City of Charlottesville",0,28,0,1
"06-2019","105. Town of Clifton Forge",0,0,0,0
"06-2019","106. City of Colonial Heights",0,11,0,0
"06-2019","107. City of Covington",0,4,0,0
"06-2019","108. City of Danville",0,23,0,1
"06-2019","109. City of Emporia",0,18,0,0
"06-2019","110. City of Falls Church",0,15,0,2
"06-2019","111. City of Fredericksburg",0,93,0,2
"06-2019","112. Town of Front Royal",1,1,1,1
"06-2019","113. City of Galax",1,2,0,0
"06-2019","114. City of Hampton",0,280,0,0
"06-2019","115. City of Harrisonburg",0,17,0,0
"06-2019","116. City of Hopewell",0,22,0,0
"06-2019","117. City of Lexington",0,1,0,0
"06-2019","118. City of Lynchburg",0,89,0,2
"06-2019","119. Town of Marion",0,0,0,0
"06-2019","120. City of Martinsville",0,1,0,0
"06-2019","121. City of Newport News",3,169,2,7
"06-2019","122. City of Norfolk",2,170,0,8
"06-2019","123. City of Petersburg",2,54,2,1
"06-2019","124. City of Portsmouth",0,82,0,1
"06-2019","125. Town of Pulaski",0,1,0,0
"06-2019","126. City of Radford",0,4,0,0
"06-2019","127. City of Richmond",0,302,0,9
"06-2019","128. City of Roanoke",0,45,0,5
"06-2019","129. City of Salem",0,15,0,0
"06-2019","130. Town of South Boston",0,12,0,0
"06-2019","131. City of Chesapeake",2,152,1,2
"06-2019","132. City of Staunton",0,24,0,1
"06-2019","133. City of Suffolk",1,88,0,5
"06-2019","134. City of Virginia Beach",1,317,0,5
"06-2019","136. City of Waynesboro",0,20,0,1
"06-2019","137. City of Williamsburg",0,16,0,1
"06-2019","138. City of Winchester",0,14,0,1
"06-2019","139. Town of Wytheville",0,5,0,0
"06-2019","140. Town of Abingdon",1,2,0,0
"06-2019","141. Town of Bedford",0,3,0,0
"06-2019","142. Town of Blackstone",0,0,0,0
"06-2019","143. Town of Bluefield",0,4,0,0
"06-2019","144. Town of Farmville",1,0,0,0
"06-2019","145. City of Franklin",0,2,0,0
"06-2019","146. City of Norton",0,4,0,0
"06-2019","147. City of Poquoson",0,5,0,0
"06-2019","148. Town of Richlands",0,7,0,0
"06-2019","149. Town of Vinton",0,2,0,0
"06-2019","150. Town of Blacksburg",0,10,0,0
"06-2019","151. City of Fairfax",1,17,0,0
"06-2019","152. City of Manassas Park",0,5,0,2
"06-2019","153. Town of Vienna",0,15,0,0
"06-2019","154. Town of Christiansburg",0,15,0,0
"06-2019","155. City of Manassas",0,51,0,2
"06-2019","156. Town of Warrenton",1,4,0,0
"06-2019","157. Town of Rocky Mount",0,5,0,0
"06-2019","158. Town of Tazewell",0,5,0,0
"06-2019","159. Town of Luray",2,0,0,0
"06-2019","160. Town of Accomac",0,0,0,0
"06-2019","161. Town of Alberta",0,0,0,0
"06-2019","162. Town of Altavista",0,0,0,0
"06-2019","163. Town of Amherst",1,0,0,0
"06-2019","165. Town of Appomattox",0,0,0,0
"06-2019","166. Town of Ashland",0,7,0,1
"06-2019","167. Town of Belle Haven",0,0,0,0
"06-2019","168. Town of Berryville",0,1,0,0
"06-2019","170. Town of Boones Mill",0,0,0,0
"06-2019","171. Town of Bowling Green",0,0,0,0
"06-2019","176. Town of Bridgewater",0,0,0,0
"06-2019","177. Town of Broadway",0,0,0,0
"06-2019","179. Town of Brookneal",0,0,0,0
"06-2019","180. Town of Buchanan",0,1,0,0
"06-2019","182. Town of Cape Charles",0,0,0,0
"06-2019","184. Town of Cedar Bluff",0,0,0,0
"06-2019","185. Town of Charlotte C.H.",0,2,0,0
"06-2019","187. Town of Chatham",0,0,0,0
"06-2019","189. Town of Chilhowie",0,2,0,0
"06-2019","190. Town of Chincoteague",0,1,0,0
"06-2019","192. Town of Clarksville",0,0,0,0
"06-2019","194. Town of Clifton",0,1,0,0
"06-2019","196. Town of Clintwood",0,1,0,1
"06-2019","198. Town of Coeburn",0,1,0,0
"06-2019","199. Town of Colonial Beach",0,0,0,0
"06-2019","201. Town of Courtland",0,1,0,0
"06-2019","202. Town of Craigsville",1,3,0,0
"06-2019","203. Town of Crewe",0,0,0,0
"06-2019","204. Town of Culpeper",0,18,0,0
"06-2019","205. Town of Damascus",0,0,0,0
"06-2019","210. Town of Dublin",0,2,0,0
"06-2019","211. Town of Duffield",0,0,0,0
"06-2019","212. Town of Dumfries",0,8,0,0
"06-2019","216. Town of Elkton",0,3,0,0
"06-2019","217. Town of Exmore",0,0,0,0
"06-2019","218. Town of Fincastle",0,4,0,0
"06-2019","220. Town of Fries",0,1,0,0
"06-2019","221. Town of Gate City",0,0,0,0
"06-2019","224. Town of Glen Lyn",0,0,0,0
"06-2019","225. Town of Gordonsville",0,0,0,0
"06-2019","227. Town of Gretna",0,0,0,0
"06-2019","229. Town of Grundy",0,2,0,0
"06-2019","232. Town of Hamilton",0,0,0,0
"06-2019","233. Town of Haymarket",0,1,0,0
"06-2019","234. Town of Haysi",0,0,0,0
"06-2019","235. Town of Herndon",1,51,0,1
"06-2019","236. Town of Hillsboro",0,0,0,0
"06-2019","237. Town of Hillsville",0,4,0,0
"06-2019","242. Town of Irvington",0,0,0,0
"06-2019","243. Town of Ivor",0,1,0,0
"06-2019","245. Town of Jonesville",0,0,0,0
"06-2019","246. Town of Keller",0,0,0,0
"06-2019","249. Town of Kilmarnock",0,1,0,0
"06-2019","250. Town of LaCrosse",0,0,0,0
"06-2019","252. Town of Lebanon",0,1,0,0
"06-2019","253. Town of Leesburg",1,17,0,1
"06-2019","254. Town of Louisa",0,0,0,0
"06-2019","255. Town of Lovettsville",0,0,0,0
"06-2019","257. Town of McKenney",0,0,0,0
"06-2019","258. Town of Melfa",0,1,0,0
"06-2019","259. Town of Middleburg",0,0,0,0
"06-2019","260. Town of Middletown",0,2,0,0
"06-2019","261. Town of Mineral",0,0,0,0
"06-2019","263. Town of Montross",0,0,0,0
"06-2019","264. Town of Mount Crawford",0,0,0,0
"06-2019","265. Town of Mount Jackson",0,2,0,0
"06-2019","267. Town of Nassawadox",0,0,0,0
"06-2019","269. Town of New Market",0,0,0,0
"06-2019","272. Town of Occoquan",0,2,0,0
"06-2019","274. Town of Onley",0,3,0,0
"06-2019","275. Town of Orange",1,1,0,0
"06-2019","279. Town of Pearisburg",0,0,0,0
"06-2019","280. Town of Pembroke",0,0,0,0
"06-2019","281. Town of Pennington Gap",0,0,0,0
"06-2019","284. Town of Port Royal",0,1,0,0
"06-2019","285. Town of Pound",0,0,0,0
"06-2019","286. Town of Purcellville",0,0,0,0
"06-2019","289. Town of Rich Creek",0,0,0,0
"06-2019","290. Town of Ridgeway",0,0,0,0
"06-2019","300. Town of Smithfield",0,6,0,0
"06-2019","301. Town of South Hill",1,3,0,0
"06-2019","304. Town of Stephens City",0,0,0,0
"06-2019","305. Town of Stony Creek",2,1,0,0
"06-2019","306. Town of Strasburg",0,7,0,0
"06-2019","307. Town of Stuart",0,0,0,0
"06-2019","308. Town of Surry",0,1,0,0
"06-2019","310. Town of Tappahannock",0,0,0,0
"06-2019","315. Town of Troutville",0,0,0,0
"06-2019","320. Town of Wakefield",0,0,0,0
"06-2019","321. Town of Warsaw",0,0,0,0
"06-2019","323. Town of Waverly",0,3,0,0
"06-2019","324. Town of Weber City",0,0,0,0
"06-2019","325. Town of West Point",0,2,0,0
"06-2019","327. Town of White Stone",0,0,0,0
"06-2019","328. Town of Windsor",0,9,0,0
"06-2019","329. Town of Wise",0,0,0,0
"06-2019","330. Town of Woodstock",0,4,0,0
"06-2020","000. Arlington County",1,44,1,4
"06-2020","001. Accomack County",0,13,0,0
"06-2020","002. Albemarle County",1,101,0,0
"06-2020","003. Alleghany County",0,16,0,0
"06-2020","004. Amelia County",0,22,0,0
"06-2020","005. Amherst County",1,17,0,0
"06-2020","006. Appomattox County",0,4,0,0
"06-2020","007. Augusta County",2,56,0,0
"06-2020","008. Bath County",0,3,0,0
"06-2020","009. Bedford County",3,46,0,0
"06-2020","010. Bland County",1,2,0,0
"06-2020","011. Botetourt County",0,29,0,0
"06-2020","012. Brunswick County",0,10,0,0
"06-2020","013. Buchanan County",0,11,0,0
"06-2020","014. Buckingham County",0,5,0,0
"06-2020","015. Campbell County",1,13,0,0
"06-2020","016. Caroline County",0,19,0,1
"06-2020","017. Carroll County",0,10,0,0
"06-2020","018. Charles City County",1,1,0,0
"06-2020","019. Charlotte County",0,4,0,0
"06-2020","020. Chesterfield County",5,162,1,1
"06-2020","021. Clarke County",0,3,0,0
"06-2020","022. Craig County",0,0,0,0
"06-2020","023. Culpeper County",1,23,0,0
"06-2020","024. Cumberland County",0,9,0,0
"06-2020","025. Dickenson County",0,1,0,0
"06-2020","026. Dinwiddie County",0,24,0,1
"06-2020","028. Essex County",0,2,0,0
"06-2020","029. Fairfax County",3,204,2,4
"06-2020","030. Fauquier County",1,43,0,0
"06-2020","031. Floyd County",0,3,0,0
"06-2020","032. Fluvanna County",1,8,0,0
"06-2020","033. Franklin County",0,27,0,1
"06-2020","034. Frederick County",4,29,0,0
"06-2020","035. Giles County",0,5,0,0
"06-2020","036. Gloucester County",0,19,0,0
"06-2020","037. Goochland County",0,25,0,0
"06-2020","038. Grayson County",0,3,0,0
"06-2020","039. Greene County",0,12,0,0
"06-2020","040. Greensville County",0,13,0,0
"06-2020","041. Halifax County",1,10,0,0
"06-2020","042. Hanover County",0,58,0,1
"06-2020","043. Henrico County",0,180,0,7
"06-2020","044. Henry County",0,14,0,1
"06-2020","045. Highland County",0,5,0,0
"06-2020","046. Isle of Wight County",0,3,0,0
"06-2020","047. James City County",0,62,0,1
"06-2020","048. King George County",0,17,0,0
"06-2020","049. King & Queen County",0,4,0,0
"06-2020","050. King William County",0,7,0,0
"06-2020","051. Lancaster County",0,6,0,0
"06-2020","052. Lee County",0,5,0,0
"06-2020","053. Loudoun County",1,85,0,2
"06-2020","054. Louisa County",1,15,0,0
"06-2020","055. Lunenburg County",1,6,0,0
"06-2020","056. Madison County",0,3,0,0
"06-2020","057. Mathews County",1,3,0,0
"06-2020","058. Mecklenburg County",1,28,0,0
"06-2020","059. Middlesex County",0,5,0,0
"06-2020","060. Montgomery County",1,28,0,0
"06-2020","062. Nelson County",1,17,0,1
"06-2020","063. New Kent County",1,13,0,0
"06-2020","065. Northampton County",0,6,0,1
"06-2020","066. Northumberland County",0,10,0,0
"06-2020","067. Nottoway County",0,11,0,0
"06-2020","068. Orange County",0,6,0,0
"06-2020","069. Page County",1,10,0,0
"06-2020","070. Patrick County",1,3,0,0
"06-2020","071. Pittsylvania County",1,23,0,0
"06-2020","072. Powhatan County",0,4,0,0
"06-2020","073. Prince Edward County",1,3,0,0
"06-2020","074. Prince George County",0,46,0,0
"06-2020","076. Prince William County",2,143,1,3
"06-2020","077. Pulaski County",1,24,0,0
"06-2020","078. Rappahannock County",1,3,0,0
"06-2020","079. Richmond County",0,3,0,0
"06-2020","080. Roanoke County",2,43,0,1
"06-2020","081. Rockbridge County",0,17,0,0
"06-2020","082. Rockingham County",0,26,0,0
"06-2020","083. Russell County",1,9,0,0
"06-2020","084. Scott County",2,10,0,0
"06-2020","085. Shenandoah County",1,4,0,0
"06-2020","086. Smyth County",1,11,0,0
"06-2020","087. Southampton County",0,20,0,0
"06-2020","088. Spotsylvania County",1,46,0,1
"06-2020","089. Stafford County",0,73,0,2
"06-2020","090. Surry County",0,0,0,0
"06-2020","091. Sussex County",0,20,0,0
"06-2020","092. Tazewell County",2,17,0,0
"06-2020","093. Warren County",0,24,0,1
"06-2020","095. Washington County",0,18,0,0
"06-2020","096. Westmoreland County",0,4,0,0
"06-2020","097. Wise County",0,14,0,1
"06-2020","098. Wythe County",1,16,0,0
"06-2020","099. York County",0,69,0,0
"06-2020","100. City of Alexandria",3,24,0,2
"06-2020","101. Town of Big Stone Gap",0,0,0,0
"06-2020","102. City of Bristol",1,8,0,1
"06-2020","103. City of Buena Vista",0,0,0,0
"06-2020","104. City of Charlottesville",0,13,0,0
"06-2020","105. Town of Clifton Forge",0,0,0,0
"06-2020","106. City of Colonial Heights",0,4,0,0
"06-2020","107. City of Covington",0,5,0,0
"06-2020","108. City of Danville",0,41,0,1
"06-2020","109. City of Emporia",0,23,0,1
"06-2020","110. City of Falls Church",0,6,0,1
"06-2020","111. City of Fredericksburg",1,45,1,2
"06-2020","112. Town of Front Royal",0,8,0,0
"06-2020","113. City of Galax",0,1,0,0
"06-2020","114. City of Hampton",1,327,0,4
"06-2020","115. City of Harrisonburg",0,22,0,1
"06-2020","116. City of Hopewell",0,47,0,0
"06-2020","117. City of Lexington",0,2,0,0
"06-2020","118. City of Lynchburg",0,59,0,3
"06-2020","119. Town of Marion",0,1,0,0
"06-2020","120. City of Martinsville",0,6,0,1
"06-2020","121. City of Newport News",2,166,1,2
"06-2020","122. City of Norfolk",1,178,0,1
"06-2020","123. City of Petersburg",2,44,0,1
"06-2020","124. City of Portsmouth",0,95,0,3
"06-2020","125. Town of Pulaski",0,3,0,0
"06-2020","126. City of Radford",0,5,0,0
"06-2020","127. City of Richmond",4,195,0,6
"06-2020","128. City of Roanoke",3,59,2,2
"06-2020","129. City of Salem",0,13,0,0
"06-2020","130. Town of South Boston",0,5,0,0
"06-2020","131. City of Chesapeake",1,122,1,4
"06-2020","132. City of Staunton",0,34,0,1
"06-2020","133. City of Suffolk",3,97,0,1
"06-2020","134. City of Virginia Beach",2,262,0,12
"06-2020","136. City of Waynesboro",0,11,0,0
"06-2020","137. City of Williamsburg",1,15,0,0
"06-2020","138. City of Winchester",0,12,0,2
"06-2020","139. Town of Wytheville",0,3,0,0
"06-2020","140. Town of Abingdon",0,17,0,0
"06-2020","141. Town of Bedford",0,4,0,0
"06-2020","142. Town of Blackstone",0,5,0,0
"06-2020","143. Town of Bluefield",0,5,0,0
"06-2020","144. Town of Farmville",0,5,0,0
"06-2020","145. City of Franklin",0,4,0,0
"06-2020","147. City of Poquoson",0,11,0,0
"06-2020","148. Town of Richlands",0,0,0,0
"06-2020","149. Town of Vinton",0,6,0,0
"06-2020","150. Town of Blacksburg",1,4,0,0
"06-2020","151. City of Fairfax",0,4,0,0
"06-2020","152. City of Manassas Park",0,4,0,0
"06-2020","153. Town of Vienna",0,3,0,0
"06-2020","154. Town of Christiansburg",0,15,0,1
"06-2020","155. City of Manassas",0,34,0,1
"06-2020","156. Town of Warrenton",0,13,0,0
"06-2020","157. Town of Rocky Mount",0,5,0,0
"06-2020","158. Town of Tazewell",0,6,0,0
"06-2020","159. Town of Luray",0,3,0,0
"06-2020","161. Town of Alberta",0,3,0,0
"06-2020","162. Town of Altavista",0,0,0,0
"06-2020","163. Town of Amherst",0,0,0,0
"06-2020","165. Town of Appomattox",0,5,0,0
"06-2020","166. Town of Ashland",0,9,0,0
"06-2020","167. Town of Belle Haven",0,0,0,0
"06-2020","168. Town of Berryville",0,1,0,0
"06-2020","170. Town of Boones Mill",0,0,0,0
"06-2020","171. Town of Bowling Green",0,0,0,0
"06-2020","177. Town of Broadway",0,0,0,0
"06-2020","179. Town of Brookneal",0,0,0,0
"06-2020","180. Town of Buchanan",0,1,0,0
"06-2020","184. Town of Cedar Bluff",0,0,0,0
"06-2020","188. Town of Cheriton",0,0,0,0
"06-2020","189. Town of Chilhowie",0,1,0,0
"06-2020","190. Town of Chincoteague",0,5,0,0
"06-2020","192. Town of Clarksville",0,0,0,0
"06-2020","196. Town of Clintwood",0,0,0,0
"06-2020","198. Town of Coeburn",0,3,0,0
"06-2020","199. Town of Colonial Beach",0,0,0,0
"06-2020","200. Town of Columbia",0,2,0,0
"06-2020","203. Town of Crewe",0,0,0,0
"06-2020","204. Town of Culpeper",0,16,0,0
"06-2020","205. Town of Damascus",0,3,0,0
"06-2020","208. Town of Dillwyn",0,1,0,0
"06-2020","210. Town of Dublin",0,1,0,0
"06-2020","211. Town of Duffield",0,0,0,0
"06-2020","212. Town of Dumfries",0,3,0,0
"06-2020","215. Town of Edinburg",0,1,0,0
"06-2020","216. Town of Elkton",0,3,0,0
"06-2020","217. Town of Exmore",0,2,0,0
"06-2020","219. Town of Floyd",0,0,0,0
"06-2020","220. Town of Fries",0,1,0,0
"06-2020","221. Town of Gate City",0,0,0,0
"06-2020","222. Town of Glade Spring",0,0,0,0
"06-2020","224. Town of Glen Lyn",0,0,0,0
"06-2020","225. Town of Gordonsville",0,0,0,0
"06-2020","227. Town of Gretna",0,1,0,0
"06-2020","230. Town of Halifax",0,0,0,0
"06-2020","235. Town of Herndon",0,18,0,2
"06-2020","237. Town of Hillsville",0,1,0,0
"06-2020","240. Town of Independence",0,1,0,0
"06-2020","245. Town of Jonesville",0,0,0,0
"06-2020","246. Town of Keller",0,1,0,0
"06-2020","248. Town of Keysville",0,1,0,0
"06-2020","250. Town of LaCrosse",0,0,0,0
"06-2020","251. Town of Lawrenceville",0,0,0,0
"06-2020","252. Town of Lebanon",3,6,0,0
"06-2020","253. Town of Leesburg",0,16,0,0
"06-2020","255. Town of Lovettsville",0,0,0,0
"06-2020","258. Town of Melfa",0,0,0,0
"06-2020","259. Town of Middleburg",0,2,0,0
"06-2020","260. Town of Middletown",0,0,0,0
"06-2020","263. Town of Montross",0,0,0,0
"06-2020","265. Town of Mount Jackson",0,0,0,0
"06-2020","268. Town of New Castle",0,0,0,0
"06-2020","269. Town of New Market",0,0,0,0
"06-2020","272. Town of Occoquan",0,3,0,0
"06-2020","274. Town of Onley",0,0,0,0
"06-2020","275. Town of Orange",0,0,0,0
"06-2020","276. Town of Painter",0,0,0,0
"06-2020","279. Town of Pearisburg",0,2,0,0
"06-2020","281. Town of Pennington Gap",0,0,0,0
"06-2020","285. Town of Pound",0,0,0,0
"06-2020","286. Town of Purcellville",0,1,0,0
"06-2020","289. Town of Rich Creek",0,0,0,0
"06-2020","290. Town of Ridgeway",0,3,0,0
"06-2020","292. Town of Rural Retreat",0,0,0,0
"06-2020","294. Town of Saint Paul",0,0,0,0
"06-2020","298. Town of Scottsville",0,1,0,0
"06-2020","300. Town of Smithfield",0,1,0,0
"06-2020","301. Town of South Hill",0,4,0,0
